"Classe","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"1. Natural","373474.43415863544","369023.8751965503","352279.03676481114","326532.2141352046","334867.93335753167","329111.5714392932","320541.49715963204","302612.0745072938","289216.1114173345","271143.27383775654","246605.1831224628","222844.55611794713","218626.91993635983","207482.95105689226","195970.30380501933","194911.25845054665","204961.37573230395","208344.68860660229","186877.68785574337","174268.7159260327","168456.7388681503","162027.26551598907","153720.70110697785","149101.8377597333","145982.6398345941","154588.58275702948","152234.82471201476","154853.50873289537","156153.01428455734","158348.44471956653","154907.68202110194","155055.33441169097","162343.86891255423","166768.83483132254","169365.7097165285","165885.3712638814","164252.89397631123","159758.6929460529","149613.22512123876"
"1.1. Formação Florestal","372177.5691408803","367712.93882642704","351431.21143647254","325780.9669147151","333759.1925997252","328024.84283984866","319669.37428916706","301767.46722887584","288495.078547669","270314.27523112204","245840.7547794513","222079.76702857946","217649.99445778926","206502.1266967543","194962.8539966026","193941.85731415747","204019.5987136821","207469.80665382522","186023.91533922113","173420.46296703","167586.83345139003","161077.8012733804","152751.63973167268","148065.06785636416","144925.3745680169","153591.18227305732","151262.62788755182","153940.73845395856","155271.51872311937","157448.42215999623","154013.01041035366","154160.22133699615","161486.43672093432","165816.71105046317","168253.30813430803","164768.16718308916","163242.95227787984","158955.43294341007","148877.1271951279"
"1.2. Formação Savânica","753.989441015627","744.0115581909196","264.5078265136722","121.42402946166995","419.5909656616222","411.47944551391646","167.38306661376944","79.01374430542006","51.754812536621095","126.84708814697254","123.10605341186482","78.92258006591801","72.95513043823243","57.456262457275386","53.178915185546884","104.66554732665976","122.65952583618129","62.53366311645513","27.97082697753906","41.243377929687455","30.28645868530272","42.399730401611365","62.35219662475588","77.1385798828124","100.21148616943343","87.56380989379873","78.74549544677703","117.58393114624057","118.38473992309608","104.9337592956543","93.17599848632825","62.9794020935059","44.451052325439456","154.37554248657287","310.1774887207019","315.87911492309485","221.3645516052237","206.93284892578072","119.72399465942387"
"1.3. Mangue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.4. Floresta Alagável (beta)","113.89484425659194","115.67719284667976","116.30085068359384","115.76637380371098","121.64802373046872","121.02409505004879","120.48941652221674","112.8246924255372","113.27032628173839","114.96416517333998","110.8649132507324","102.57758737792943","95.98191363525362","99.81325437622044","99.54596342163057","97.85278284912074","98.4768367370602","101.77473598632783","101.23997174682589","96.6051756103513","98.03093733520481","100.79379798583955","101.59644822387664","100.88362206420867","103.37962537231418","104.8946898803708","105.60781381225559","111.7571133666988","113.80686709594683","113.09403307495074","113.27183410034132","113.89544692382765","115.41041338500936","114.96509244995077","116.74749693603479","116.12356412353479","120.31204084472635","119.95594564819312","119.24275705566379"
"1.5. Restinga Arbórea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.6. Campo Alagado e Área Pantanosa","198.22666901855453","155.99170440063443","144.85640897827102","160.80420874633748","198.3946382080084","171.0449987976073","173.80372296142593","240.89431884155337","164.17997067260802","183.77801992797885","88.99858897094765","106.46053857421911","259.0839127502452","286.4959932983401","325.7778260070789","306.8026033386225","273.3942444335931","271.3431549255364","288.6250567749008","253.61694520874067","313.22068328857307","347.7896867675778","337.09529883422846","369.25475438842767","330.2364101257316","317.4989936584466","308.95147200927744","236.16651926269606","252.73361844482343","275.00654555053603","315.88983004760723","341.09674674682526","323.4578431213375","311.07875469360266","295.77772231445357","296.74670216674895","320.08316140747104","54.07422100830078","1.3363958923339845"
"1.7. Formação Campestre","156.0060568054199","134.62411934814455","122.77587599487308","118.32047653808584","135.6020769042969","136.04861710815422","121.88381832885742","124.2899092590331","118.76557953491212","121.26034223632813","129.90178447875977","141.66316965942377","152.35691032104475","165.8963133789061","135.87241140136703","140.14815450439445","123.75393894653301","120.81491630249015","123.48674234619139","121.79594732666024","125.53687921142587","106.82611223754903","106.11296224365255","109.40967109985363","115.91350234985347","123.12983184204089","112.34986381225596","110.56766266479498","114.04244902954113","106.11278837280283","111.36844161376966","108.60747039184584","115.11064902954118","107.35976723022478","111.90428773803724","117.3385167175293","118.31897934570314","95.24264040527358","165.70127509155253"
"1.8. Apicum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.9. Afloramento Rochoso","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659","1.0691495178222659"
