"Classe","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"1. Natural","20190.80799426319","20599.290085071225","20339.06295194137","18913.4126583737","14221.289020887052","13928.06453486411","14053.341198840997","14876.281522895095","14446.98826555271","14454.044515253596","14345.659860059557","13517.451005969377","13416.64838022484","11954.105535077211","11709.578877136439","12143.127283160455","11952.841733105564","11411.33764034417","10094.869633422726","9870.945217919878","10009.934088598548","10132.704004766809","9942.341622814984","9608.344843298451","9105.11523307501","8648.166680364988","8172.4883953124445","7277.7697376159485","6931.273871234087","6902.373000140288","7053.855290978972","7323.533936419637","7581.7934552550905","7936.853886535607","8131.066384851006","8135.534754351757","7833.1956414184115","5294.202290185563","4509.319839782733"
"1.1. Formação Florestal","15885.419039490227","16211.648730060233","15978.003951556826","14514.79508590665","9746.041405829694","9390.631612812098","9536.33899870672","10215.029023114806","9941.495582996558","9955.509236628135","10002.799779175773","9130.52228051162","9085.118256994845","7381.710520819385","7262.165473803915","7775.999609893865","7631.390624438569","7112.10090170283","5834.975666009415","5593.1195648314815","5742.010455700585","5862.371739434773","5689.673803900196","5340.956678198364","4826.574888781812","4409.862443011469","3938.2877557616657","3095.670242370562","2745.6057081054314","2695.204492071463","2858.5519650573456","3148.750227349837","3399.6948274841034","3736.7339536071486","3860.199215203805","3847.5388059508837","3548.2328575500333","1128.164555810559","476.4864660461449"
"1.2. Formação Savânica","49.778214312744126","49.778211883544905","35.683936370849636","25.335216949462904","56.291302935791045","51.92010695190433","37.111621643066414","17.48503135375975","5.530939337158201","3.4789502502441403","1.6056942077636722","0.713596612548828","","5.441598236083983","5.6200382629394525","2.854417486572265","","","0.5353044311523437","1.1598264770507813","1.070609100341797","1.159828973388672","1.3382637817382812","1.3382637817382812","1.0706091247558593","1.6059282958984376","0.9814063781738281","0.44608720703125","0.8921743164062501","0.8921743164062501","1.3382612854003904","1.3382612854003904","1.516688427734375","1.2490249145507815","4.193127819824218","3.1225378173828116","","",""
"1.3. Mangue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.4. Floresta Alagável (beta)","1513.1763509460436","1390.8642635376086","1470.7103731140135","1321.8090386657775","1142.5803946838319","1012.1473781494053","959.6002241393995","886.6187343322767","912.2225526855473","1068.3488132263144","1236.0767573669414","1065.232096154786","1026.9607352966314","724.3454321350154","764.4913956848129","1045.4297839843769","1071.9264647583","989.3152976745612","957.1085561401351","982.8018907043479","1062.8278511962862","1031.3357275756807","977.8073092163073","964.7828216735867","956.0411845153792","967.5496171691888","892.6969520263634","685.9813814086945","927.6678553283656","1006.7127337707508","977.2707000671343","908.5760709899849","899.2973946960385","899.3848909606922","952.2847799255323","1096.3691499633792","1114.5672049499467","357.2124964050294","78.59946342163101"
"1.5. Restinga Arbórea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.6. Campo Alagado e Área Pantanosa","1455.0543612243864","1604.1274893249654","1455.8561313476682","1513.0436085510407","2259.67657192382","2044.8481907287742","2193.121214892586","2285.2720729919533","2185.9849434753505","2145.2129518188362","1805.2169045898484","1941.2626655517658","1805.1239561523637","2541.1306290588504","2278.1331138671903","1791.655800286858","1742.5880425720238","1823.9508364318694","1991.4066838439871","1875.9628917541547","1888.9877751098848","1904.4209422851768","2021.1140232055734","2058.2263147277804","1961.7846045166057","2081.2432165710497","2087.9366080444406","2423.9253181274557","2117.289893139646","2014.3358252197168","2090.7947729858397","2212.4838861022754","2148.071622589119","2130.1406983581555","2080.0057855285613","1968.3950076538147","1938.1523876647784","2574.7998788391196","2786.9469962890716"
"1.7. Formação Campestre","200.29479391479512","200.83007674560568","213.85549700927774","200.91933489379903","257.9265481018078","190.4807170349125","235.71276104126082","191.37278694458035","224.47221380004953","196.72594243164104","209.39494146728526","209.39478498535178","209.48417340087894","204.75529890136696","216.26416902465863","202.97118466796888","204.1306198059085","201.1867710266115","233.48239013061624","199.8486393920901","216.4425647521978","206.71838609619147","212.87411572265654","205.2015971740724","202.9712601318361","228.84367672729536","206.45091703491212","235.08894964599682","212.33923599853517","206.27242669067388","212.6067541015625","225.00747012329185","205.64785391845714","211.89287595214853","211.3576778076174","214.21261306152365","208.94888102416994","168.08653240966837","3.479381115722656"
"1.8. Apicum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.9. Afloramento Rochoso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
