"Classe","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"1. Natural","106572.65322843248","106534.19010841315","106494.3963153145","106433.01419473223","106336.35460448562","106277.19189185207","106233.57676391177","106210.1275633299","106176.11146737786","105923.9550078086","105774.07800935133","105629.18041979414","105533.1348038472","105386.54145956086","105159.49500893176","104571.75463661934","104036.94389241292","103615.41483569202","103215.90589887036","102816.16488917256","102619.42438927478","102243.59532851253","102012.33592660278","101752.24225976616","101972.93034618099","102257.60691885439","102279.75614182174","102189.57892911932","101457.10452304292","100531.78913098502","99519.49827822811","98332.3347460898","96924.12836284224","95309.6298138064","93029.81834931487","90799.7940914645","88672.67635648177","87622.98547383379","86810.88162311753"
"1.1. Formação Florestal","18080.51884582","18073.234162861023","17769.398692035917","16677.949786517995","17072.604700660013","17273.075815803135","17217.664204963272","17857.05783905128","17798.03645882667","16890.51826607109","17039.73215876508","17138.983764532823","16470.01415503016","15851.988213843895","15711.889065015874","15500.157209339493","15302.838085072039","16430.276467102667","16575.31098067699","17518.46511392326","18028.016934693405","18111.890309992574","18425.165236347544","18696.1248033459","19082.926717701353","19548.75766971522","19503.829909253654","19091.36839215775","18516.35993946033","17904.340281611014","17712.144481751206","16918.27490069708","16713.083537037637","16153.98036915425","15836.153030158399","15356.593669355163","15291.179999482423","15037.764933484917","14629.076393634916"
"1.2. Formação Savânica","88151.3975480727","88113.99950971227","88449.63361243263","89504.48175690808","89034.57081307852","88779.6447225272","88771.36132989576","88127.16883999518","88075.12937374895","88740.7050078447","88420.02749898714","88194.8883161744","88745.86154376944","89235.51038234416","89163.13765979113","88845.15522837848","88534.31854134967","86982.2412712688","86431.3886774463","85094.26786534941","84365.05218238289","83919.65408857","83403.54974038951","82863.87842070858","82703.98825764834","82543.44312623878","82629.09697700168","82964.88325496695","82789.83488841658","82449.08843307762","81635.56232935656","81181.1319224435","79988.95499383438","78980.82708152958","77062.64750907957","75331.73013480465","73272.06984416975","72470.73065598609","72024.57839219015"
"1.3. Mangue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.4. Floresta Alagável (beta)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.5. Restinga Arbórea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.6. Campo Alagado e Área Pantanosa","195.23251235351563","181.73163273315447","113.78154223022476","103.38991265258804","88.46726366577158","75.76502980957035","63.152293957519525","51.78235108032225","59.598668762207055","63.24059637451178","56.75612943115237","55.690553558349606","61.02088850708007","65.28465122680664","66.26175245971683","80.6519555114747","88.37937862548848","95.39629556884785","101.52414271240255","99.21484877319354","92.1977317260744","91.57557992553723","81.62764891357423","79.85072365722662","89.79835878906265","81.27135654907245","82.42574835205096","75.05354486083995","72.30002979736338","82.15868642578135","82.69140598754893","85.8894902343751","90.50767187500007","85.80023860473636","87.39946795654299","87.22165802001953","90.95195347290044","89.62026944580074","91.66295792846692"
"1.7. Formação Campestre","42.91114744873046","42.822342242431624","43.6215778564453","46.82025154418944","58.37026182861329","59.16995829467774","82.89194143676765","94.79720139770494","194.1379766296385","190.58584573974593","200.18123173217748","185.87851199340793","210.7599284484861","195.56342169799805","179.7452503662105","127.75934446411105","101.5487795837402","98.79634398193355","101.10943077392578","98.08853750610356","128.11783523559578","117.09991309814454","99.41708225097643","109.27901501464832","93.99599772338863","82.18004135742177","63.24845283203124","57.651774487304685","78.07656018676752","95.66862468872064","88.56695595092768","146.50532753295883","131.04905491333","87.95614014282226","42.99638047485349","23.182380505371086","17.408310577392566","18.651697155761703","60.500776446533344"
"1.8. Apicum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.9. Afloramento Rochoso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
