"Classe","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"1. Natural","143938.68149485486","141605.34620436496","140828.95329460243","139714.94790967705","139379.6859225008","138201.68029214765","136848.2545195678","135847.95517411837","135031.81826813964","134720.20523269832","133661.916446931","132869.98420073683","131744.1961729435","130198.23078048302","128546.06687659214","127124.6312483166","125896.62156742565","123663.26753355829","121660.41270219872","119803.09119810592","118004.6196574318","116471.29288916917","114997.6898380316","112940.34110130217","111298.21688161856","110610.10938986109","109902.88018189107","109207.22554610223","106985.08066624153","105933.75410544669","105053.19810246193","103760.29629747658","103005.21629936188","101849.3791965804","100365.38492574586","99041.78703235429","98546.25844848377","98696.97803657394","96063.5634575973"
"1.1. Formação Florestal","25334.210097058014","25155.013890600607","26139.604934106614","25408.361659600945","25965.47480623214","25648.23996286664","25118.63533139652","23696.883010382335","23775.843025360246","23439.766483691423","22175.89519620961","21745.561537475885","21872.857171295334","21894.644841912937","22202.289691912865","22346.072754364217","22120.41746830454","21290.77891662002","20334.475157928682","19161.894236346605","18468.304260846042","17736.445933721934","17528.808715521274","17362.112749389707","17181.664223657255","16931.738373175198","17478.315247577095","18130.732881628748","17867.90203058499","17614.52168514437","17543.60954146152","17089.03452736229","16945.1827825563","16676.20141701059","16414.861427484222","15959.594896472325","15980.63991245742","15979.407529535061","15544.105254785316"
"1.2. Formação Savânica","114618.39518648094","112534.28594494719","110920.25769754413","110559.51024184246","109742.2272245755","108941.10078332151","108235.12940957016","108687.46945293892","107846.41833143296","107834.0513011431","108018.41803210566","107663.0298698283","106418.29275603661","104908.49067364696","102922.57998937287","101334.1973019968","100282.13575498656","98863.15204063209","97746.40481900147","97046.93078823634","95925.37123129642","95014.74653817427","93751.3497555242","91848.71101343588","90415.51614855575","89975.29421811408","88706.40431468505","87420.28171434528","85613.46662257667","84921.13015317582","84136.33513625062","83278.21547876294","82663.52921665907","81767.25758298162","80552.67300175283","79684.95357936948","79182.04278211397","79295.12319231719","77079.24934637276"
"1.3. Mangue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.4. Floresta Alagável (beta)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.5. Restinga Arbórea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.6. Campo Alagado e Área Pantanosa","362.9635231689464","358.7035141601574","327.55785249633846","320.45917784423875","309.27653497924854","306.4373267944342","289.137238208008","289.40326647338895","282.48173570556696","280.7062976562507","281.59614216919033","279.2019854125983","281.0659077331549","266.1601431091316","260.9265014160157","261.72486624145523","265.18709294433614","260.4844784973147","255.51351595459005","257.73443213500985","267.58231519165076","285.59262457885774","298.01951162109435","292.2519623474128","285.8652978576663","282.49257302246116","276.6344815673837","272.110991589356","273.8010788696294","273.0023777954105","270.1643802307133","279.83672132568364","280.63515276489267","282.2334586730957","287.73637630004885","290.84314003295907","298.8292960693364","311.6083594116212","322.7008023254402"
"1.7. Formação Campestre","3597.9134636657873","3528.5045701965673","3416.9551099975924","3404.347295257601","3337.154061431903","3280.9700267639323","3179.3552087951857","3150.42115529787","3104.6283970947497","3143.0569840820476","3163.6492604248224","3161.9629584045624","3153.5278599548556","3110.5715815124677","3141.28604092409","3163.3851710022086","3207.4114715881583","3227.2048214843935","3301.3956646606543","3314.618327368184","3321.7145981140393","3412.2391545715573","3397.5979452637025","3414.1975829468015","3390.2397567383155","3398.048891101102","3419.4344671875333","3361.741896716323","3209.061810070826","3103.2747173706257","3082.6838911010936","3094.2245202881063","3097.2391783386424","3101.8616738159435","3085.803925097677","3081.463987377952","3060.1701028930875","3084.3987180481113","3086.1862718628063"
"1.8. Apicum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.9. Afloramento Rochoso","13.48217770385742","13.48217770385742","13.48217770385742","13.48217770385742","13.48217770385742","13.48217770385742","13.48217770385742","13.48217770385742","13.48217770385742","13.48217770385742","13.48217770385742","13.48217770385742","13.48217770385742","13.48217770385742","13.48217770385742","13.48217770385742","13.48217770385742","13.48217770385742","13.48217770385742","13.57087575073242","13.57087575073242","13.57087575073242","13.57087575073242","13.57087575073242","13.57087575073242","13.57087575073242","13.57087575073242","13.57087575073242","13.57087575073242","13.57087575073242","13.57087575073242","13.57087575073242","13.57087575073242","13.57087575073242","13.57087575073242","13.57087575073242","13.48217770385742","13.48217770385742","13.48217770385742"
