"Classe","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"1. Natural","62392.90269658732","58561.094739096676","55749.860792038686","52212.607624270844","50288.05921680618","50540.124356388435","50477.803305044385","46755.361753489866","44430.39260892338","44306.07060753716","42858.46059561759","37673.313966495065","35928.970575542626","34202.93502527962","30661.085130730036","26829.377043023178","24085.832722564774","23034.97629299309","23453.88416544788","24064.165729412198","23982.648158666332","22911.16466754733","20756.49013015748","19834.51208928846","20366.520864062473","21983.467007263054","21991.546177514694","21756.426253466903","20726.541281634676","20270.04559689343","20434.189442181498","20677.575676208686","20595.322390649562","20922.991894384795","21388.995293621996","21257.78114610013","20589.2515591005","19319.74227853416","14352.618156744233"
"1.1. Formação Florestal","50835.11136459885","47522.112808493795","44889.50021751493","41182.37968936486","38646.66937185397","38669.11417495555","38582.951109091104","35894.3197974841","34084.591601623586","34156.401137993824","33091.84703485723","27484.324105246294","26675.960448394257","25433.190673228866","22709.169189921988","19072.328336278777","16481.68411469119","15370.72485130001","16000.053168591223","16770.736888677326","16823.09553950739","15855.481462176209","13869.076375201405","13032.303391125606","13551.718911499","15087.656665838495","15065.190461236609","14653.226418304552","13577.52248042006","13094.856314172506","13317.502732507455","13674.319696942403","13712.820303369372","14031.46893369761","13759.667772760158","13814.57669709497","13662.816144757235","13111.93729963399","8816.487798809749"
"1.2. Formação Savânica","3279.557111981248","3264.55312523807","3114.862020733659","3064.3109916015737","3553.6459746398896","3819.7947658203148","3681.7143175293268","3045.6949705749566","2628.785797076426","2555.5511351257414","2157.761609179697","1752.5660973571767","1433.3736030090358","1238.761465826418","849.9877052673393","668.2490994689981","503.73985172729584","499.9861276611334","417.54700795898276","379.319605694579","354.9382765136706","361.9958804016102","291.6147361633298","247.49261541137633","261.69468589477486","277.05661093749916","306.61989739990105","376.91091417846616","389.6834542236317","356.727516735839","328.14688786010686","289.3830288391108","272.1445195190423","277.59263324584924","434.1599957153317","417.00990177001927","213.81685676269493","125.8410335754397","84.75755139770513"
"1.3. Mangue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.4. Floresta Alagável (beta)","4387.670472912486","4490.565048492257","4468.770934545735","4188.67160484615","4496.1033724546605","4507.804311425569","4443.047414703267","4203.049120184239","4101.407608898894","4259.589831701541","4313.359240740814","3996.0154162597655","4122.577417620786","4084.526076965302","4154.729675213556","3929.4720194213965","3767.986960833774","3468.4149623839858","3402.497965814171","3274.059520635976","3155.266266485603","3320.8624213318067","3286.296257318136","3004.5882825927774","3047.0134107116733","3229.5783110290677","3256.730400634774","3117.2163857116666","3063.5370730774093","2965.9121629333304","2926.1654840575934","2748.6901112548367","2650.4405182799774","2519.9459560668543","2376.8557157104387","2363.9049182617237","2186.963521832287","1902.395160852072","1196.6020645019557"
"1.5. Restinga Arbórea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.6. Campo Alagado e Área Pantanosa","1910.6480842590493","1224.9952641296395","1264.5651168517963","1731.9476481262252","1491.148109838875","1488.4681948303228","1693.1767865600605","1627.817264080806","1722.7607630981588","1465.6206277160734","1367.2839867919947","2549.796642889399","2008.2866967529349","1958.3650200195332","1566.1016831848165","1701.958935644537","1858.8900732177897","2240.7170327026515","2276.0893239013685","2375.7710063049444","2487.6876371032668","2296.278955700689","2341.2053661132804","2629.9704098144575","2581.471873278805","2430.9707285156096","2379.5246185729984","2562.7134020080516","2589.6874432617183","2693.7433120910564","2700.9793512206934","2875.954377893035","2964.4683641601227","3110.3254580688144","3503.308063964879","3378.187673925807","3544.4998550231817","3552.371462615971","4228.6019869322845"
"1.7. Formação Campestre","1956.2469694091747","2045.9170839355415","1997.9606349304117","2026.0046364990167","2082.9856592468145","2038.150687646475","2060.7466940673735","1971.7077695007238","1881.235163397212","1857.9214610412532","1913.2925681823724","1866.4071074401804","1668.7657527404679","1460.1360737915038","1352.3373981323293","1444.5071094055163","1459.777124999999","1441.2893305297844","1345.7284037231482","1251.9531508667048","1150.6745989196822","1064.6670583190967","954.9897274169922","905.0635568969735","914.1722354248035","944.5399775512705","972.9418251403818","1035.4630338562054","1095.3041576293974","1146.9277947143585","1146.1226740539598","1072.4378957458518","975.7106152893085","963.2063733703651","1291.1572658874506","1262.3989629882826","967.1330183593748","612.3712495178198","4.644200561523437"
"1.8. Apicum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.9. Afloramento Rochoso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.10. Restinga Herbácea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.12. Praia, Duna e Areal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
