"Classe","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"1. Natural","23655.018230552058","23565.359611936332","25561.51297624418","25615.07258304247","26173.33181829664","26180.457069225027","25831.547664928075","25202.07463759728","25161.80111459902","25133.839842595517","24728.518236217635","24321.235146697134","23961.809788139602","23811.820518938","23914.496100981294","23404.71425145764","23174.950381273025","22916.756093346205","22639.399286771848","21912.152491281995","21265.466102390397","20808.618427866575","20520.926982010886","20187.782729990828","19760.795583769086","19611.68807389433","18902.62894461489","18696.30960870057","18273.331618253716","18011.578594243045","17983.330656218073","18240.187458671044","18491.07823651535","18599.3616328475","18538.848272965453","18497.40047640823","18227.53358386056","17876.832294547607","17418.0301328833"
"1.1. Formação Florestal","23579.88604779449","23494.32706243682","25516.058624236124","25576.12467746996","26135.275296934335","26145.43062447405","25805.611702635593","25177.831975371937","25138.62802869204","25099.436691673887","24690.193503057235","24279.701939873405","23914.30521858394","23751.571969902354","23851.306697465672","23344.288209325074","23114.96988974471","22852.318723290053","22573.53592832458","21839.248528165543","21192.473287955585","20737.853556962033","20454.88500698037","20117.373517661727","19694.842342497115","19550.72575090849","18848.52938164492","18647.735932760632","18224.223182664115","17959.61806468982","17926.022776811333","18167.550262009667","18397.318973319547","18489.292372801116","18420.757809195922","18378.062416917266","18114.879961839077","17779.68682087207","17341.828824851073"
"1.2. Formação Savânica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.3. Mangue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.4. Floresta Alagável (beta)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.5. Restinga Arbórea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.6. Campo Alagado e Área Pantanosa","61.49632763061533","56.683609515380915","24.688060870361316","19.964251556396484","22.459633203125","20.231684808349605","13.547470758056637","12.923610131835932","12.03235341186523","12.656244946289059","14.34971641235351","14.527887182617183","19.7861749572754","30.747628259277338","32.97547254638671","32.08386762695311","33.33158972167968","37.253695245361314","36.273334704589836","40.81860169677737","43.04630245971681","40.90740270385744","37.16490894165038","41.17578470458984","37.5219807800293","35.82874895629882","31.63976326293944","24.509492755126942","23.88555791625976","26.38109320678711","30.6589580444336","45.63178629760743","68.0015285827637","85.02460117187486","95.09560701904276","95.54106981811502","89.74791000366193","75.93327070922835","51.246069354248206"
"1.7. Formação Campestre","","","","","","","","0.8021395568847656","0.8021395568847656","0.8021395568847656","0.9803855590820313","0.9803855590820313","0.9803855590820313","0.9803855590820313","0.8021395568847656","0.8021395568847656","0.8021395568847656","0.8021395568847656","0.8021395568847656","0.8021395568847656","0.8021395568847656","0.8912661987304684","0.8912661987304684","0.8912661987304684","0.9803927429199218","0.8912661010742187","0.8912661010742187","0.8912661010742187","0.8912661010742187","1.158646026611328","1.158646026611328","1.158646026611328","1.158646026611328","0.8912661987304684","0.8912661987304684","0.8912661987304684","0.8912661987304684","0.8912661987304684",""
"1.8. Apicum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.9. Afloramento Rochoso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.10. Restinga Herbácea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.12. Praia, Duna e Areal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.13. Rio, Lago e Oceano","13.635855126953125","14.34893998413086","20.766291137695315","18.983654016113285","15.596888159179686","14.79475994262695","12.388491534423823","10.51691253662109","10.338592938232411","20.944766418457004","22.994631188964824","26.024934082031248","26.738009039306636","28.520535217285172","29.411791412353523","27.54003494873047","25.84676224975585","26.38153525390624","28.787884185791015","31.283221862792978","29.14437241821289","28.96620200195312","27.985799890136718","28.342161425781253","27.450867749023434","24.24230792846679","21.568533605957015","23.172917083740227","24.331611572265608","24.420790319824196","25.49027533569334","25.846764337158184","24.59908858642577","24.15339267578122","22.103590551757808","22.90572347412108","22.01444581909179","20.32093676757811","24.955238677978485"
"2. Antrópico","8509.974315929969","8605.247788854798","6625.582083178711","6573.091961462432","6017.595528021228","6010.737648535158","6357.686391857917","6988.407151861558","7029.571861419671","7056.374572912596","7461.250542462124","7867.1969453674055","8227.602737463403","8377.592063055356","8274.02518731681","8782.024623461812","9010.006021398915","9267.932938592507","9545.20061820044","10271.556170171727","10917.796945891829","11374.55549761903","11662.336060534206","11995.480307763264","12423.626048052147","12573.80302271663","13283.307695909964","13490.250825902616","13914.476565099898","14176.675177850346","14203.853605303857","13944.768958721752","13692.274107824576","13585.060260125118","13645.662729735759","13688.179840074747","13957.601146764391","14307.411147912053","14759.61800081756"
"2.1. Pastagem","408.1928032226566","847.0440328979466","1328.229695251454","1750.5060618957511","2173.4094697875994","2488.7333588684064","3068.7541591003373","3365.1790565063484","3356.171962969961","3468.0063672790434","3586.2614942809787","3661.9143499023153","4246.021920349163","5192.77142708735","5974.199155285571","6911.2368841979105","7211.8539446411105","7261.498086126701","7583.592844469993","8382.04533438073","8844.595876397221","9518.100048925202","10274.85256021684","10725.821873095298","11326.780100298241","11813.30971906672","12803.99804796074","13112.542044304715","13520.190587725629","13738.540627227783","13726.3264842101","13431.41458043195","13114.483942968613","12916.1845463922","12850.14203771915","12529.478606328405","12617.178910833","12716.286701543651","12735.533566973556"
"2.2. Soja","","","","","","","","","","","","","","","","","","","","","","","","0.6239080322265624","0.6239080322265624","","","","","","","","","","0.6239199707031249","0.6239199707031249","0.6239199707031249","0.6239199707031249","0.6239199707031249"
"2.3. Cana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
