"Classe","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"1. Natural","34362.86391323194","34281.08837760568","34018.54625365527","33609.32303846406","33280.87160084837","33452.35488371468","32983.04156630774","31310.419491504057","30479.760589257854","31542.751290783617","32587.208439062517","33016.40315214141","33038.73967094019","31624.7940514583","30038.543132024482","29132.678169994553","25801.187727741122","23827.881351489224","28244.82831802988","28958.623256531457","29640.541713391336","29998.45632915059","29686.840677191085","28600.87567442058","29457.68283922716","31128.365942705383","30897.14219368821","29455.374515521322","28658.610846539836","28408.58402343199","27255.418792603454","27260.26243498601","27598.271553565006","25755.642732935332","26316.228575897472","26876.134590955302","27059.318741528412","28681.551996918588","28647.80660963848"
"1.1. Formação Florestal","30179.820929302547","30057.07221991525","29786.76391607591","29371.918459765322","29029.09503984373","29212.271552971277","28744.833124822144","27082.65520278335","26256.727942041045","27310.52411519156","28364.979967370607","28803.725676048885","28826.150320232184","27417.83028935502","25829.081155083564","24939.463389885914","21608.06319365909","19622.08109670408","24040.544880682468","24760.319676880572","25440.542273626925","25799.438745538522","25495.947897900307","24405.073402771413","25252.32858401476","26936.312309093326","26709.552287072005","25280.550296862868","24508.604314557404","24262.23820289367","23098.896140839544","23104.72114162053","23430.858378803045","21578.58893876421","22112.48277181422","22662.122438312486","22854.50129591074","24683.5714236642","24652.503868934135"
"1.2. Formação Savânica","77.66639502563484","77.04152131347665","76.32747129516609","82.21807534179698","85.25345307617198","86.23553803100593","87.39593234863288","85.34269834594735","80.5220968872072","77.75477105712909","68.82697155151376","63.649250439453134","66.41670904541024","70.2553986633302","64.18498497924816","61.95281123046883","59.18504673461919","62.220053631591846","74.71865370483415","81.94993750610367","84.53855949096692","81.86032939453139","72.03956788940437","73.11064478149426","76.14603312377943","72.66494338989268","69.27255206909192","68.20135901489269","64.27337270507823","59.54186708374032","62.845015533447345","69.36189916992197","72.48639084472666","73.37894749145511","80.25349763183597","81.86061526489263","76.05794958496097","59.8103512695313","57.578848046875066"
"1.3. Mangue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.4. Floresta Alagável (beta)","2356.8781858336897","2251.0908026550237","2065.310302545182","1988.5352895141687","1840.7888948364257","1885.6899845581036","1892.474234515377","1811.3229414550801","1763.0280454895094","1720.7163852661206","1769.814959643562","1928.4482709777799","1911.847157696531","1873.997169494638","1763.032551763917","1690.5410799194328","1563.591619323729","1423.881908441159","1759.3703860229527","1840.5211162780822","1856.5029326233014","1853.825910992441","1858.557358166512","1797.673417279053","1827.4908186706598","1945.9556263732914","1938.7248937622076","1819.1881316772574","1819.6336932129025","1816.3331009033257","1666.3600568542545","1715.1046234008977","1720.1037109497206","1574.3245904113764","1538.6117103393744","1475.410869549561","1718.8491754455636","1952.025033325198","1950.0606879089376"
"1.5. Restinga Arbórea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.6. Campo Alagado e Área Pantanosa","775.3899195373518","622.1172525268564","797.8991055664102","891.1892512268082","1023.7593578308075","995.550979071044","997.0682776855476","1144.6357290039093","1212.0336096618712","1216.31595394898","1184.0006296875067","1027.5105571777306","1071.606565594478","1136.147300695797","1202.3004729919421","1324.0677849853505","1472.5308799865743","1602.86683253173","1260.8616751098552","1173.819138183593","1188.1892426757775","1192.3842498413053","1196.7581877014131","1238.7171504821754","1197.830753063962","1101.7725199218678","1127.482115991206","1262.1054237182573","1299.3312626525824","1300.5782570129297","1460.639433807361","1411.9854589538431","1410.199948095691","1548.9263472717096","1574.9976082702467","1641.9481420837365","1393.5103753600952","1109.3606544433533","1092.9350553405711"
"1.7. Formação Campestre","335.62175162963865","335.44331917724605","344.27978754272374","349.45713894042916","347.1360307861327","348.921247875977","350.2601382812503","358.7402664733892","359.9005636596686","356.9547100402837","358.0259613586431","355.34845952758843","353.0276012268066","365.9707011413582","366.05931640014694","364.1848889770515","372.04014492187525","373.20022771606494","371.41483239746157","363.20305319824274","370.96922371826236","368.2019085205083","371.0583620422368","372.12934274292013","370.87960093383833","368.2909773437504","371.4152649291996","375.2535317016607","376.9497977600098","379.27002631836046","384.0008446289073","385.2506993164072","387.5713045715341","384.1792987243661","386.14305234985414","390.6062795654304","389.3565419616707","354.99132581176707","352.58101838378843"
"1.8. Apicum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.9. Afloramento Rochoso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.10. Restinga Herbácea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.12. Praia, Duna e Areal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
