"Classe","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"1. Natural","263869.6033108762","260888.87126129388","250742.3177355438","241158.39310048491","240569.00623615817","238364.80476099232","236898.48574018068","226496.73971758777","223136.32662767294","219871.9912723266","212676.4964096315","205343.77037562346","203644.55444781043","198874.82081810132","192967.30115487336","191506.84123021763","196253.9395851513","195622.88293393687","182399.98008800947","172225.2970236784","164250.30503840945","155588.2615593572","147945.17893838405","140424.7867794912","137516.4215222737","144547.0197548961","143416.13841100928","144600.09445371229","142637.81432461337","143570.09944980996","140754.85293157405","135904.01449482964","138851.7051903501","142229.92597112214","149862.33821930471","151997.23785111567","151406.0637548444","147414.89752083598","141705.13378651754"
"1.1. Formação Florestal","262556.4513453122","259485.5690121728","249620.72684010922","240291.32417832306","239556.8014872629","237452.09500705556","236089.45404978763","225726.50379849598","222422.08381068075","219125.74357214352","211823.08333328264","204466.89754402556","202509.8137705155","197950.71422405832","192115.2320459012","190674.9354348319","195425.67966272697","194820.7459516493","181616.04206664106","171458.13022741376","163471.8160721314","154680.49106872609","147057.83102103177","139561.41494313258","136633.24310173537","143705.83152055775","142570.74836667336","143844.13595622694","141975.82348132113","142924.4226077995","140170.084433106","135355.61485337454","138333.4397431455","141722.7168946451","149182.63961985405","151351.21107282586","150766.55871416448","146784.3833423692","140985.9718857119"
"1.2. Formação Savânica","661.9599943237297","656.344758245849","251.7514829467773","40.02256719360353","105.61753384399421","115.9600482849122","32.089647003173816","7.933148858642578","2.228241595458984","4.545276397705078","2.9408979980468746","","","","0.6239707641601563","0.6239707641601563","","","","","","","","0.9803645141601564","1.069485382080078","0.4456044006347656","0.7136988525390625","0.7136988525390625","","1.0696290344238282","1.0696290344238282","1.0696290344238282","","","19.708143731689443","19.708143731689447","17.11226959228516","20.855396337890618","18.894629083251946"
"1.3. Mangue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.4. Floresta Alagável (beta)","229.36138076782214","219.64207313842752","190.57682815551743","190.8444544921873","181.84447165527328","192.89799046630844","194.4152650695799","177.0197921630858","182.99735817871075","186.74320490722639","172.1192154174802","165.69989294433574","147.77891943969698","157.9456428649901","157.40924769897447","156.61166691894513","171.95441317749004","177.57270878906232","175.60897550659172","172.12832291259747","173.4668387023924","161.87540095214823","163.03549598388653","164.1938409667967","161.96377365112292","167.67056699829087","169.633209991455","186.93416003417954","201.5588232116698","208.6930967773436","225.7248575683592","239.01156864013663","246.41238187255857","245.87760123291008","222.77778164062488","205.30403110351543","197.90253273925765","185.32731428833","181.5785389587401"
"1.5. Restinga Arbórea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.6. Campo Alagado e Área Pantanosa","372.4306374938961","282.61184246215794","309.0376165039062","230.82233985595718","232.5373243041989","142.7652510498048","28.353876855468744","17.655412292480467","3.4767307434082033","36.45894737548831","60.87959597167944","77.47771660156249","256.3587679748535","39.31623450927735","21.75085795898437","37.797213616943395","48.05279266967776","46.092766723632764","38.24429359130857","15.333469439697264","95.2157534667969","29.152395922851547","21.842357019042957","27.547344226074188","42.97297882080074","81.30857183837882","112.87604846191392","112.60463966674783","166.63496453247063","112.24703493652342","106.98644887695316","97.09253641967784","74.53657221679691","96.91566030883791","257.7254105102541","202.2960671386719","223.6899628784178","34.058972900390614",""
"1.7. Formação Campestre","4.099564514160158","","0.8027751525878906","0.17837434692382811","1.5158330322265625","5.884855297851562","4.101909545898437","4.369419787597655","4.369679913330078","3.1195661560058596","1.337948779296875","2.3181746032714843","4.100203509521485","5.0809657104492185","3.031060968017578","2.8525252807617187","2.9414971008300776","4.100567932128907","4.45719525756836","2.7636188903808594","12.658707733154298","0.713008721923828","7.843888732910155","3.744413995361328","0.89140439453125","3.922490112304687","3.8331794311523435","2.7638909912109377","4.100553100585938","0.445697802734375","4.902553558349609","3.298309771728516","3.1194261413574216","1.6045167602539063","3.8328598693847664","0.7133073974609374","1.7825344665527345","1.0697503845214844",""
"1.8. Apicum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.9. Afloramento Rochoso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.10. Restinga Herbácea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.12. Praia, Duna e Areal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.13. Rio, Lago e Oceano","45.30038846435544","244.703575274658","369.4221926757805","405.2011862731927","490.68958605957","455.2016088378905","550.0709919189449","563.2581459899898","521.1708065612793","515.3807053466792","616.135418182373","631.3770474487299","726.5027863708502","721.7637509582528","669.2539715820309","634.0204188049315","605.311219476318","574.3709388427726","565.6275570129388","576.9413850219721","497.14766637573183","716.0296850341808","694.6261756164553","666.9058726562502","676.280778289795","587.8410009887692","558.3339075988766","452.9421079406742","289.6965024475094","323.22138345947235","246.08500942993152","207.92759758911123","194.1970669738768","162.81129817504873","175.6544036987304","218.00522891845696","199.01774100341777","389.2027445556644","518.6887327636726"
"2. Antrópico","94475.23229219158","97455.96434177436","107602.51786750816","117186.4425025792","117775.82936690463","119979.5851689034","121445.9041897188","131848.09588547502","135207.97416743872","138471.41817652574","145666.02169288395","152998.123784336","154696.89403914756","159467.69728479243","165375.9300251788","166836.83562287572","162089.73726793658","162720.79391921626","175943.69676513746","186117.57761769407","194092.3913337088","202754.16740908363","210393.68265306638","217915.23407615654","220822.61792634765","213792.82201478133","214921.1167442487","213737.24983619762","215699.61909997519","214763.76610209336","217583.4722002184","222429.05027119812","219459.41832700462","216079.3233672738","208446.10944697403","206298.9903010342","206883.6565554958","210872.23789516167","216462.640416509"
"2.1. Pastagem","94101.94378653362","97074.1189918232","107220.7616392916","116803.88407806138","117391.84499518221","119593.72910862509","121058.71112912921","131422.11853377827","134770.22789992165","138028.590866046","145216.2409586005","152310.31735737066","153505.45203756064","157959.14347563716","162232.57692184625","163215.49212293065","157971.71643030838","158356.15808219844","169759.93572890703","177323.75869595338","183404.98341067432","191743.41070346243","198465.54917092546","205223.38022254957","207774.63856449482","200276.21175276983","201110.93029101408","198470.2959242838","197198.01107343723","193034.64349906004","191159.2894049122","191578.46794784622","185256.57951040304","179500.0972419933","171360.73807917646","167056.78543730156","167586.01665412888","171502.0935769978","176786.48817086098"
"2.2. Soja","","","","","","","","","","","","","","","","2.4066908935546873","2.4066908935546873","0.5347474670410157","8.914726824951178","13.996421942138667","17.025007653808604","26.117679205322258","41.36344060668944","23.53403936157228","10.16287756958008","4.992568432617188","3.1199314575195314","1.7829097900390625","86.25789447631767","2128.1515406921485","3187.2069683959267","5290.764535394229","8987.629003289847","11779.559185040225","14218.992136468416","14862.418037890524","19111.09687414533","19360.57059128408","19595.98192103263"
"2.3. Cana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.4. Arroz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.5. Algodão (beta)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.6. Outras Lavouras Temporárias","","","","","","","","","","","","81.7187562988294","198.7274278320294","198.4600818115216","200.77704747314274","132.34170129394664","134.4843383850112","125.93301257934752","123.00471127319415","175.50221210327268","227.81245885620189","329.0845834106447","359.2986961059589","378.9959207824729","374.0021598999043","389.0632141296411","434.4458471435552","1538.5324756225557","4137.196846112026","5255.801326782214","8755.539900897216","10978.877719842476","10606.994419378654","10157.492726959126","8087.405968261588","9555.106091644217","5230.413288208003","5058.796755499262","5110.672345257554"
"2.7. Café","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.8. Citrus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.9. Dendê (beta)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.10. Outras Lavouras Perenes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.11. Silvicultura","","","","","","0.17832452392578124","0.17832452392578124","35.48648503417967","45.82926200561516","47.166687799072186","50.644004608154205","191.3527151855471","566.5707821411143","879.6715215759299","2507.8755007385284","3050.3785013000565","3539.5639722290257","3794.9972522400144","5604.301852465793","8155.175485485782","9991.731282555978","10200.435040917835","11069.499256170478","11828.05249524515","12202.899510577174","12656.915465252458","12905.733739843507","13259.305931451207","13808.770634142986","13875.074212414454","14011.161910912982","14105.496149163793","14131.434755731136","14152.201465203796","14270.459690521187","14308.76869913323","14433.352169158865","14425.325009399336","14428.622283331226"
"2.12. Mosaico de Usos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.13. Área Urbanizada","373.2885056579609","381.8453499511738","381.75622821655463","382.55842451782416","383.984371722414","385.6777357543964","387.0147360656756","390.4908666625988","391.91700551147534","395.6606226806646","399.1367296752941","414.7349554809567","426.14379161376934","430.4222057678218","434.70055512084906","436.216606457519","441.5658361206043","443.17082473144404","447.5397456665023","449.14480220947075","450.8391739685039","455.1194020874004","457.97208925781075","461.271398217772","460.91481380615085","465.63901419677603","466.88693479003814","467.3325950500481","469.3826518066402","470.0955231445307","470.274015100097","475.4439189514163","476.7806382019044","489.9727480773919","508.51357254638197","515.9120350646913","522.7775698547307","525.4519619811954","540.8756960266039"
"2.14. Mineração","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.15. Aquicultura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3. Não definido","","","","","","0.4456731567382812","0.4456731567382812","","0.5348079650878906","1.4261542175292972","2.317500561523438","2.9414431152343754","3.387116119384766","2.3175001892089835","1.6044230224609375","1.1587499877929688","1.1587499877929688","1.1587499267578125","1.1587499267578125","1.9609617126464842","2.1392309814453125","2.406634655761718","5.9740116333007816","4.8147474426269525","5.796154473876953","4.993833422851564","7.58044783935547","7.491313189697266","7.402178509521484","10.970051196289065","6.5104712890625045","11.77083705444336","33.71208572387696","35.58626467895508","36.3879367919922","48.60745092773442","55.115292736816436","57.70018708496099","177.06140004882835"
